Gene	t1_gene_score	t1_SIEG_score
TIGD7	0	-0.43962773
ZNF324	0	-0.43962773
DUOX1	-0.078969766	-0.789923024
PTGIS	-0.060107015	-0.704541082
GATA2	0.698546708	2.543000684
KIAA1244	0.174166176	0.293407379
CD3E	-0.298967781	-1.718327264
C4orf33	0	-0.43962773
PRIM2	0.61592899	2.197884286
PARVG	-0.172417646	-1.172905334
CEMP1	0.625620067	2.236253739
TMEM231	0	-0.43962773
RELT	0.435325206	1.409177282
S100A8	-0.181234587	-1.233535885
RENBP	0.168961181	0.280723858
RECK	-0.021275935	-0.529435183
CCDC41	0.685837566	2.47648953
ZNF136	0.679305711	2.46745399
RTN2	0	-0.43962773
PAIP2B	0	-0.43962773
GATSL3	0.029338603	-0.313368886
GULP1	0	-0.43962773
GRTP1	0.057876003	-0.198965136
LOC100129550	0	-0.43962773
COLEC12	-0.028172243	-0.558884089
NRCAM	0	-0.43962773
NANP	0.534404336	1.864251383
FAM158A	1.596578931	6.388458289
PELI2	0	-0.43962773
C7orf29	0	-0.43962773
LNPEP	1.708238353	6.870049117
LILRB4	-0.295593745	-1.705652292
NBPF15	0	-0.43962773
PPP1R16B	-0.092070971	-0.831279566
WDHD1	1.872633447	7.524697742
RAPGEF6	1.810153689	7.313373668
MARCH8	2.304789071	9.428006731
TCP11L1	0	-0.43962773
ZDHHC23	0	-0.43962773
PIPSL	0	-0.43962773
C18orf45	-0.013157869	-0.497499919
SEMA7A	0.028641564	-0.318833372
ZNF767	0.737587949	2.68185887
PTPN4	0.133644709	0.126591933
ZBTB7C	0.010033143	-0.399234614
IQCG	0	-0.43962773
C15orf48	0.089155098	-0.06650331
PPP1R9A	0.063286443	-0.180669141
ZNF765	0.40946755	1.30920139
TPSB2	-0.050454443	-0.659454574
PRRG4	0.127533886	0.09530478
ZNF18	0	-0.43962773
STIL	1.71997722	6.883320625
HOXB3	0	-0.43962773
C16orf68	0	-0.43962773
SLC29A2	0.032576069	-0.308466523
LENG1	1.522828341	6.074429111
SPSB2	-0.022118068	-0.536990918
ZNF584	0	-0.43962773
TASP1	0	-0.43962773
MFNG	-0.243248959	-1.483947522
CCDC66	0.244408351	0.608382803
DCUN1D3	0	-0.43962773
ANKRD6	-0.034831321	-0.593196108
LOC100270710	0	-0.43962773
CHN1	0.001581674	-0.433035869
MSRA	0.46954448	1.550040158
CHRNB1	-0.048822454	-0.649585306
UHRF1	1.495044111	5.921232777
IPP	1.252437001	4.927941031
RBM43	1.06672752	4.142993956
ATXN7L1	0	-0.43962773
CXorf38	0.087426904	-0.063023898
GLIS3	-0.043314359	-0.62654355
L3MBTL3	0	-0.43962773
HR	-0.0117831	-0.510321624
PKP1	-0.106921179	-0.906812645
SEPT4	-0.053465438	-0.66905743
ZDHHC14	0	-0.43962773
MYCL1	0.269959554	0.707403506
PXK	0.313105064	0.908453479
PLEKHM1P	0.078029559	-0.106236452
TSHZ3	-0.056373839	-0.687951619
KRT5	-0.044604962	-0.643595246
SEMA3G	-0.08250371	-0.796611864
CCDC159	1.436137995	5.673510241
OSGIN1	-0.102891374	-0.87470753
ZNF764	0	-0.43962773
ADM2	-0.007936201	-0.473334021
FZD8	0.029338603	-0.313368886
ZNF350	0.052148642	-0.215302787
ZNF791	1.552228243	6.21752914
ZDHHC1	0	-0.43962773
PDF	0.364623127	1.12669136
NME6	0.030447812	-0.310633095
SCARF1	-0.038779475	-0.608190965
PRKAR2B	0.016167468	-0.370345392
PRICKLE3	0.4592296	1.509215835
NFASC	-0.020547851	-0.539728735
PLCB4	0	-0.43962773
PRR24	0.699201933	2.532154304
SALL2	0.144271636	0.182558333
PPCDC	0.94672708	3.620916792
SPATA5	1.001826218	3.811898091
KAL1	0.016386904	-0.365796003
SGTB	0.101561683	-0.016426314
C1orf56	0.222840105	0.510406146
LYPD3	-0.059467326	-0.707672016
ZNF181	0.263872434	0.689070955
CSF2RB	-0.390422299	-2.110877434
F8A1	0	-0.43962773
C1orf159	1.356537423	5.35270802
LRRC23	0.067375589	-0.148579187
CDKN2D	0.515144554	1.735188732
UPK3BL	0	-0.43962773
UCHL1	0	-0.43962773
WDR83	1.081820845	4.180266087
TMEM102	-0.02227102	-0.540788182
FAM200A	0	-0.43962773
SLC8A1	-0.091183066	-0.845125304
HSPA12A	0.047754729	-0.242376624
EPHB6	0	-0.43962773
C6orf167	2.457499492	10.01872862
CA5B	0	-0.43962773
VILL	-0.010840497	-0.489418192
SPIN3	0	-0.43962773
AKR1C2	-0.104353601	-0.899061325
PRMT10	0.524918722	1.792818918
SRR	0	-0.43962773
PDE9A	0	-0.43962773
GEMIN6	2.147138514	8.748967249
SDCBP2	-0.049469782	-0.660120453
SLC10A7	0.041667274	-0.264858221
SP4	0.793514932	2.970987228
ZNF552	0.091760131	-0.056581058
NSUN6	-0.05571019	-0.682447653
COPZ2	0.023320931	-0.339690703
PLCE1	0	-0.43962773
IL33	-0.121465336	-0.958947202
CDRT4	0	-0.43962773
LYSMD4	0.050494474	-0.219755467
RASGRP3	-0.09949213	-0.867841578
FLRT3	0	-0.43962773
SFRP1	0	-0.43962773
PRICKLE1	0.002945589	-0.424330981
LOC100132288	0	-0.43962773
TTC12	0	-0.43962773
THG1L	0	-0.43962773
SNHG11	0.017342554	-0.364993952
OPHN1	0.068005898	-0.140550592
NBPF9	0.856943709	3.238334353
LAMP3	-0.088226223	-0.817744779
C9orf80	0.600030949	2.123799244
RQCD1	1.499806834	5.934098783
ZNF785	0	-0.43962773
ANKRD39	1.287691815	5.079723996
TMEM107	0	-0.43962773
ZNF514	0.200973647	0.416040299
ZBTB8OS	1.017841183	3.925723383
NUFIP1	0.163920275	0.2723263
RPH3AL	0.156150305	0.227272877
ATP7B	0.151949093	0.214780877
PBLD	-0.043039364	-0.639773484
ZNF542	0.05059291	-0.223509428
FAM123B	0.302170946	0.840732847
CCDC24	0.258068749	0.658124017
CPNE8	-0.041616762	-0.618597724
ZNF211	0	-0.43962773
BRMS1L	-0.026614608	-0.551647894
TRPM2	0.007654824	-0.410019035
ADCK5	1.231449381	4.837363901
PPM1K	-0.045723209	-0.633334022
CLEC2B	-0.129004506	-0.990960118
SGEF	0	-0.43962773
APOL4	0	-0.43962773
KIAA1841	0.483134656	1.609997621
PTGER4	-0.066906646	-0.722954181
ANKMY1	0	-0.43962773
GJA5	-0.08896102	-0.821327586
CNKSR1	0.044800377	-0.263290136
IFFO1	0.050220649	-0.241462696
COL9A2	-0.014738253	-0.503073954
ADCK1	0	-0.43962773
SLC41A2	-0.018446503	-0.513524952
GPX7	-0.028426188	-0.562576541
HHAT	0	-0.43962773
PPP2R3B	0.476505924	1.622416754
LRRC8E	0.117266788	0.046430659
XPNPEP3	0	-0.43962773
ITGB3BP	0.741473668	2.739232433
BNIP1	0.894836502	3.390479849
C7	0.512726073	1.747388159
HSPC157	0	-0.43962773
GK	-0.099350776	-0.869136533
SUMO1P3	0	-0.43962773
MED7	0.69034127	2.496917733
ZNF43	-0.001432345	-0.457470341
PPARG	-0.020128205	-0.525281252
WDR4	1.743233089	7.00190278
CYP2R1	0	-0.43962773
TMEM86A	0	-0.43962773
DZIP1	-0.016176501	-0.517877821
GBP5	-0.321283198	-1.814269036
RAMP1	0	-0.43962773
ACCS	0.059355234	-0.192389101
PCDH18	-0.084807652	-0.809891701
ITGAM	-0.244603591	-1.486114016
PLEKHF1	0	-0.43962773
PLAGL1	0	-0.43962773
CMPK2	-0.075040981	-0.767977305
HSD11B2	0	-0.43962773
RAB36	0	-0.43962773
ADAP2	-0.213335715	-1.351741517
WASH5P	0.146764197	0.190975556
HACE1	0.428118412	1.401855174
MSH5	0.72159979	2.640727207
LOC202781	-0.015121219	-0.504633337
SLC38A9	0	-0.43962773
CHDH	0.025595138	-0.338154611
LTB4R	-0.166492739	-1.166435597
C2orf60	0.366030779	1.122059152
FKBP7	0.158899851	0.242080644
CRIPAK	0	-0.43962773
PHLDA2	0.045128481	-0.252850495
GLB1L	-0.017300106	-0.515110626
LIF	-0.034266636	-0.588742243
CHEK2	2.766490067	11.3504291
FAM69B	-0.01820486	-0.517096654
LPAR1	-0.035976264	-0.593397892
MTHFD2L	0	-0.43962773
S100A2	-0.095596053	-0.863363549
THAP1	0.024800075	-0.330150111
C14orf80	2.294395457	9.362397566
C7orf36	0.597775116	2.123368526
IKZF1	-0.312418158	-1.776276687
ZNF841	0	-0.43962773
C2orf55	0	-0.43962773
IL17RE	-0.016836834	-0.511275158
MEIS2	0	-0.43962773
C19orf33	0.02992227	-0.331172598
TNIK	0	-0.43962773
HLA-DQA2	-0.205454641	-1.313265715
ADAT1	1.688093159	6.802343961
RTTN	0.161676105	0.249750263
WDSUB1	0	-0.43962773
THUMPD2	0.522807725	1.80387887
TTC5	0	-0.43962773
PSTPIP2	0	-0.43962773
BCL6B	-0.12218447	-0.972189974
EMCN	0.930010877	3.520674608
ENPEP	-0.00071599	-0.455648914
FNDC1	-0.046636607	-0.644542847
C5AR1	-0.203874584	-1.307588364
GYLTL1B	0.152280869	0.197404488
MR1	-0.021474205	-0.531944612
SRFBP1	1.310740474	5.139097345
HRH1	0.103175586	0.013498849
TRIP13	1.798773605	7.220225711
UEVLD	1.191644136	4.651192953
C1orf124	1.579102762	6.282189916
HOMER2	0	-0.43962773
HIVEP3	0	-0.43962773
ZNF490	0	-0.43962773
KRBA1	0	-0.43962773
ZNF606	0	-0.43962773
N6AMT1	0.033682072	-0.293801686
GREM1	-0.050542754	-0.663609674
BBC3	0.051379793	-0.230432337
CLEC11A	-0.020658069	-0.52855798
CRB3	0.092695885	-0.053475948
ZNF414	0.625855199	2.230193183
KHK	-0.154288214	-1.109866169
FLJ35220	0.233000182	0.545810362
SHPRH	1.639353714	6.585883404
EBF4	0	-0.43962773
RGPD3	1.23583091	4.868612111
CPXM1	-0.056603649	-0.688664181
REST	1.587878192	6.369079964
ZNF44	0	-0.43962773
C3AR1	-0.255676888	-1.535758136
SIGLEC1	-0.186992765	-1.237042936
GJA4	-0.083954168	-0.802115712
EGR2	-0.037047381	-0.600414411
KCTD17	0	-0.43962773
HPGD	0	-0.43962773
MRC1	-0.166799312	-1.147669588
C4orf46	1.514497981	6.002717431
GTF2H3	2.094413796	8.488913562
KIT	0	-0.43962773
TGFB2	-0.057395493	-0.686426567
ZSCAN2	-0.088857974	-0.824863123
BLNK	0	-0.43962773
SCARF2	-0.049851278	-0.654439892
ZNF614	0	-0.43962773
SAAL1	0.889541557	3.364229206
OXSM	0.265595633	0.693796375
ZNF23	0	-0.43962773
FGD3	-0.036761558	-0.590829154
C4orf23	0	-0.43962773
PDXDC2	0.232436741	0.552097257
KTI12	0	-0.43962773
MYEF2	-0.00666331	-0.47462531
C1orf91	0.151644472	0.206710866
SLC45A3	0.033603141	-0.299658994
LOC440944	0.731794234	2.674589024
TMEM206	0.519175313	1.776806043
FAM115C	0	-0.43962773
RPUSD2	0.969603107	3.739109819
C2orf42	0	-0.43962773
RAD18	1.416034138	5.597249772
LOC338799	0.675345057	2.437510817
LOC541471	-0.022196901	-0.534084375
ING2	0	-0.43962773
IL6R	0.010427712	-0.398386031
LRTOMT	0.09256301	-0.049088061
B3GNT7	-0.018166648	-0.51435686
MOSC2	0.396369202	1.240553659
MDM1	0.021859855	-0.344985804
DHFRL1	0	-0.43962773
MAPK11	0.00613431	-0.41461382
AXIN2	-0.000534342	-0.433103258
ZNF26	0.210776472	0.457783343
PEX12	0.206510463	0.439143244
ABI3	-0.259914127	-1.550980901
DHRS12	1.858980745	7.45596318
MAPK8	1.221214737	4.791679052
ETV4	0.003290249	-0.422306723
TTC30A	0.088553658	-0.058251036
MXD3	2.327229563	9.516974255
RARRES1	0	-0.43962773
C20orf96	0.023423217	-0.33821725
ZFP1	0	-0.43962773
KIAA0802	0	-0.43962773
POLR2J2	0	-0.43962773
PRDM15	0.723253635	2.630679082
MUTYH	1.169466335	4.552343029
GDF11	-0.025829405	-0.549542124
ZNF200	0	-0.43962773
FBXO4	0.092200687	-0.055944795
CKMT1B	0.151688337	0.197047511
SSC5D	-0.083941528	-0.811460914
RAI2	0.796980588	2.959891008
EIF3C	0.371973433	1.136439615
CCDC109B	-0.027724144	-0.562700493
PARP11	0	-0.43962773
FRAS1	0	-0.43962773
TMEM38B	0	-0.43962773
TMCO6	-0.02861195	-0.569832551
ZSCAN21	0	-0.43962773
FRZB	-0.068484002	-0.740405259
PSMG4	1.359759549	5.40186498
CEP55	2.499042428	10.20511066
IKZF2	0.003541482	-0.432623748
LOC90110	0	-0.43962773
UBE2T	1.878206198	7.58122766
ZNF673	0	-0.43962773
FBXO41	0	-0.43962773
IL15RA	-0.234571607	-1.446624087
KCNK6	0.043648011	-0.270620222
BAG2	0.046520225	-0.244502969
APBB1IP	-0.21665606	-1.36445125
GJC1	-0.025241937	-0.547298991
SEMA4G	-0.029824747	-0.577422614
TMEM42	0.941777448	3.57836173
ZNF438	0	-0.43962773
FAM104B	-0.048822454	-0.649585306
HLA-DRB6	-0.081213258	-0.785017803
HEY1	0	-0.43962773
LOC400027	0.100581329	-0.008542233
FBXO10	0	-0.43962773
COMTD1	0.571505028	2.005087569
RSRC1	1.107014185	4.272803404
EXD3	0.411644863	1.317821858
BZRAP1	0.034136586	-0.298804155
SNX24	0	-0.43962773
GAL3ST4	-0.099553708	-0.865635929
HELQ	0.179875599	0.313137743
N4BP2L1	-0.003110364	-0.464459326
TRIM66	0.200973647	0.416040299
CHST10	-0.010697104	-0.485119309
CACNA1H	-0.009285492	-0.485612573
PKDCC	0	-0.43962773
IKZF4	0.517891954	1.78017862
ZNF184	0.30769381	0.868466328
ELP4	0	-0.43962773
PIGW	0.71424643	2.588582142
SERAC1	0	-0.43962773
ZNF41	1.104791344	4.314078138
MEX3A	0.071831408	-0.132384175
C1orf163	1.461586556	5.789830125
C1orf201	0	-0.43962773
C14orf93	0	-0.43962773
DYNC2H1	0.460405154	1.53616638
DLG4	0.026174949	-0.334787945
SH2D3A	0.108209312	0.010887796
WDR92	0.024312351	-0.336171994
AGT	-0.202174945	-1.313893017
SLC1A3	-0.058158099	-0.685249948
ACN9	0	-0.43962773
FRG1B	0	-0.43962773
DIAPH2	0.185695538	0.350444151
HERC5	0.010888745	-0.395136099
MEIS1	0	-0.43962773
C10orf47	-0.023623521	-0.54257917
B3GALT4	0	-0.43962773
ABI3BP	-0.061522198	-0.702105408
KIF4A	2.547718761	10.40117457
STON2	0	-0.43962773
FHOD3	0	-0.43962773
IL17RD	-0.020597744	-0.524357255
RWDD3	0	-0.43962773
LOC728855	0	-0.43962773
PLLP	0	-0.43962773
KIAA0101	2.585415938	10.56649288
LOC285074	0	-0.43962773
ZNF107	0.24658082	0.624916001
WASF1	0	-0.43962773
C22orf36	-0.009300915	-0.479130177
FAM20A	-0.042634284	-0.615885814
FAM164A	0.028921775	-0.315617906
GDPD5	0	-0.43962773
RAB3IL1	-0.04149409	-0.614953238
FGFR1OP	0	-0.43962773
ECE2	1.698008104	6.798138611
GINS1	2.796283596	11.46333194
COL27A1	-0.014738253	-0.503073954
CAP2	0	-0.43962773
SNHG12	0.422919792	1.361687026
THNSL1	0	-0.43962773
MDFI	0.060220711	-0.182448894
SAC3D1	1.740209811	7.018386165
PRRG1	0	-0.43962773
LPL	-0.014181953	-0.504886713
PUS3	0.024177915	-0.340763361
DISP1	1.002356126	3.823929579
CCDC58	1.903919048	7.699710583
APOB48R	-0.156623804	-1.113450869
GSTCD	1.299404371	5.09224527
C13orf31	0	-0.43962773
C8orf38	0.223441558	0.516042121
SLC2A13	0.052764288	-0.212591283
CNNM2	0	-0.43962773
ST8SIA4	-0.13971838	-1.029387367
ZNF703	0.146387119	0.188953947
CD200	0.111942356	0.034980641
ZNF92	-0.01176741	-0.488025524
CYP2U1	0.31110423	0.884178466
FXN	0	-0.43962773
ZNF691	0	-0.43962773
DKFZP586I1420	0	-0.43962773
USP12	1.632299413	6.540478749
GSTT1	0	-0.43962773
XKR8	0	-0.43962773
C2orf44	0.022831913	-0.342471667
PTPRN2	0.367285007	1.123611659
ZNF48	0	-0.43962773
TFAP2A	-0.064641803	-0.720407985
NBPF14	0.798651159	2.993173933
PECR	-0.085472685	-0.808263864
BSPRY	0.048562217	-0.244816654
PFKFB4	0.081133362	-0.071965177
TMEM144	0	-0.43962773
LNX1	0.06642041	-0.15951083
SNX12	0.368624301	1.140464118
WDFY2	0	-0.43962773
NFXL1	0.834862668	3.116975897
TPPP	0	-0.43962773
RCSD1	-0.179688002	-1.201845384
ING3	0.081492262	-0.101812584
SPAG1	0	-0.43962773
DBF4	2.954751705	12.14042542
CLIC2	-0.087195361	-0.820646291
ZNF397	0.596652994	2.123502462
RPAP2	0.315611152	0.881407768
ZNF697	0	-0.43962773
TIGD5	0.618709397	2.22914961
OGFRL1	-0.005585776	-0.466674724
LEF1	0	-0.43962773
TMEM177	0.382825263	1.210732902
PIAS2	0	-0.43962773
FUT4	-0.099570562	-0.870478258
EPSTI1	-0.248609827	-1.5045305
C5orf25	0	-0.43962773
CCDC99	2.547315279	10.39834634
SLC35E3	0.208031285	0.443933344
ZNF696	0.094672473	-0.031898948
LRG1	-0.009035554	-0.46484917
FAM176B	0	-0.43962773
CARD6	-0.06101283	-0.702732367
PDZD2	-0.046716564	-0.640529072
CCDC76	0.607457072	2.149399512
DIO2	-0.051680636	-0.656605735
C8orf42	0.536725634	1.847064143
CMKLR1	-0.273067652	-1.607231255
NAIF1	0	-0.43962773
IRX3	0	-0.43962773
PHLDB3	0	-0.43962773
WDYHV1	0.339832218	0.999939116
ENTPD5	0.039831008	-0.277438662
PPFIA3	0	-0.43962773
PKN3	0	-0.43962773
CXADR	0.081819886	-0.100126793
ADAM12	-0.031557058	-0.580878483
AVEN	0.204712212	0.435690359
NCRNA00081	0.30457894	0.849858982
DCLRE1B	1.873931388	7.527387663
AP1S3	-0.014795103	-0.519747372
MOXD1	0	-0.43962773
CFD	-0.000212732	-0.437241401
MLKL	-0.149758337	-1.091745198
RASA4	0	-0.43962773
LYSMD1	0.063443721	-0.175613721
LAMA2	-0.032152947	-0.583326979
L2HGDH	0.052286183	-0.210756216
RHOF	-0.033598264	-0.584444461
TRIM62	0	-0.43962773
CHIC2	0	-0.43962773
TBXAS1	-0.099652058	-0.86084073
FAM76A	0.023320931	-0.339690703
C16orf75	2.2301899	9.054044237
PRKAR2A	1.413409632	5.616772312
AFG3L1	1.152175829	4.469742841
HBB	-0.028706503	-0.563078052
ZNF286A	0	-0.43962773
ZNF579	0.154722332	0.222633678
TRMT11	0	-0.43962773
SHISA4	0	-0.43962773
C14orf142	0.076089681	-0.117010811
EPHA1	0.087039862	-0.084482618
TMEM229B	0	-0.43962773
ZNF25	0.460597003	1.536424554
WWOX	0	-0.43962773
HSCB	0.716404138	2.633347822
ALOX5AP	-0.230331442	-1.423459522
MITD1	0.696373687	2.536186066
RIN1	-0.021249528	-0.534512369
LTF	0	-0.43962773
PRDM10	1.137110902	4.42954326
SLC1A1	0.019395868	-0.358730566
CAMKK1	-0.024599352	-0.538497053
CACHD1	0	-0.43962773
GPC6	-0.074510395	-0.759992185
RALGPS1	0.033190636	-0.291248303
ASRGL1	0	-0.43962773
MTFMT	0.038308525	-0.279809922
LOC100271836	1.519283843	6.049843238
THRB	0.007432796	-0.407084158
GEFT	0.130416575	0.112889442
GIMAP8	-0.155172258	-1.103445599
CDON	-0.012465546	-0.50282354
GALNT12	-0.056788632	-0.698792036
FANCA	1.930193327	7.772019652
TIMM16	1.649777511	6.655437035
FAM119A	0	-0.43962773
ARL5B	1.335554551	5.254227835
MNAT1	0.575323435	1.993029969
IL18	-0.082954389	-0.799638406
COQ2	0	-0.43962773
C6orf134	0.580532858	2.022767936
HAPLN3	-0.014955067	-0.520489392
ZBTB39	1.082157793	4.173699513
C6orf203	0.302227153	0.845905303
SLC43A1	-0.021757576	-0.529161035
LDB2	0.460461709	1.514798756
C14orf132	-0.029353356	-0.575363422
KCNN4	-0.038253487	-0.601260139
SNX16	0	-0.43962773
PDPN	-0.103636071	-0.889021589
MCTP2	-0.054675411	-0.687126583
NCRNA00183	0	-0.43962773
GDAP1	-0.041616762	-0.618597724
ERCC4	1.119955576	4.386457184
CYTH4	-0.287091946	-1.667146209
ZNF202	0	-0.43962773
METTL4	0.054914399	-0.204295265
LOC550112	0	-0.43962773
C11orf71	0.156798002	0.23003082
ZNF707	0.1527444	0.229956979
WRAP53	1.152492594	4.487974998
DNM1	0.022145809	-0.346014577
C14orf79	0.119083996	0.066009578
LRRC28	0	-0.43962773
PLCB2	-0.159102731	-1.116408708
RAB6B	0	-0.43962773
IL2RB	-0.320363956	-1.810946872
ARNTL	-0.058916868	-0.69408062
ABTB2	0	-0.43962773
IDUA	0.283897419	0.758791783
MMAA	0.036305466	-0.301703487
ATRIP	0.144968413	0.196596936
PDGFD	0.388506224	1.216548852
GPR155	0	-0.43962773
DFNB31	0	-0.43962773
C16orf91	1.625551058	6.499669025
ZNF45	0.179199511	0.337291157
PUSL1	1.119185791	4.350443388
MCM8	2.821648552	11.57656673
SCAI	0.161777617	0.254093318
C9orf156	0.070289639	-0.140303301
INVS	0	-0.43962773
HCG11	0	-0.43962773
NME7	0.030447812	-0.310633095
TMEM187	0	-0.43962773
FBXL7	0.107377201	0.02186575
ANKRD42	0.122612665	0.093620741
C2orf56	0	-0.43962773
ZNF517	0	-0.43962773
DCUN1D2	0	-0.43962773
SLC6A9	0	-0.43962773
PARD6G	-0.034094343	-0.596262577
ZBTB8A	0	-0.43962773
CIITA	-0.321413864	-1.815051603
ZNF688	1.312861117	5.153407435
PORCN	0	-0.43962773
PTENP1	0	-0.43962773
ACTR5	0.818162131	3.029965773
LRP4	0	-0.43962773
DNAJC25	0.068525653	-0.147719829
ARMC9	-0.029852914	-0.570520999
AASDH	0.118245508	0.069333103
ZNF559	0	-0.43962773
UPRT	0	-0.43962773
ZNF510	0.719048453	2.654389802
MBD5	1.095800341	4.276909879
LYSMD2	0	-0.43962773
ARL13B	0.270143259	0.743911773
ZNF608	0	-0.43962773
NPL	-0.107135549	-0.894884054
COL8A1	0.019255245	-0.351900396
DENND1C	-0.111401221	-0.916142994
DHRS11	0	-0.43962773
OCLN	0.02534716	-0.337544863
TMEM161B	-0.020733165	-0.528758904
TNK1	0.199585752	0.401307703
ARHGAP25	-0.309431217	-1.762817821
ZNF500	0.067570914	-0.139758383
GORAB	0.337153899	0.982357905
SLC37A2	-0.04172494	-0.619111835
C21orf45	3.148487042	12.98341586
PDZRN3	0.014514356	-0.382426491
METTL6	0.344433846	1.027552183
LDLRAD3	0.170206572	0.272367122
BUB1	2.570386972	10.49818445
DUS2L	0.611306481	2.192885688
ZNF250	0	-0.43962773
ZNF564	0	-0.43962773
ZMYM1	1.265423103	4.95702959
ZNF354A	0.085981358	-0.055357418
FLJ10038	0.33621703	0.988490814
SCHIP1	0	-0.43962773
CD52	-0.277116644	-1.625002021
BBS7	-0.086047345	-0.79824194
NOS3	-0.100022249	-0.868743968
CHIC1	0.08177893	-0.090963096
TRIM3	0	-0.43962773
TMEM56	-0.017063892	-0.51553377
C15orf40	0.284444678	0.764489726
C11orf67	1.037000028	3.977850605
ZRSR2	0.2123756	0.445291483
OXNAD1	-0.068451229	-0.743132771
TBC1D8B	0.097750388	-0.025624366
ZNF548	0.120413217	0.083974698
ALG10B	0.039662021	-0.27443071
PRKCE	0	-0.43962773
CEP78	2.009830828	8.100363191
KIF20A	2.403129261	9.782458006
RGPD1	0	-0.43962773
MOSPD2	1.37736293	5.462132151
LOC388692	0	-0.43962773
FAM173B	0	-0.43962773
ST3GAL3	0.035526442	-0.296666944
GRHL1	0.079720843	-0.112575506
IGF2BP2	0.002950177	-0.426501669
STRN	1.708698921	6.861055609
CA5BP	0	-0.43962773
ALKBH1	0.227953268	0.534790494
ASPM	2.379619888	9.682616425
TAOK1	1.845573845	7.464753964
LOC283267	0	-0.43962773
PARD6B	0.022377122	-0.347691955
ZNF329	0	-0.43962773
ANGPT2	-0.043434437	-0.628147377
C1orf69	0	-0.43962773
LARP6	-0.031670947	-0.582753863
NCF2	-0.264739116	-1.570022253
ANG	-0.224380489	-1.400331971
LZTS1	-0.012909984	-0.498164236
CXCL10	-0.224103112	-1.396722602
ZNF174	0	-0.43962773
ARL4D	0	-0.43962773
DUSP8	0	-0.43962773
BDKRB2	-0.109708746	-0.904965286
CPXM2	-0.025089529	-0.544658458
RSAD2	-0.10771686	-0.90540942
ZNF37B	0.107703686	0.01133072
ERCC6	1.00290547	3.842176007
GCNT2	0	-0.43962773
KLHL26	0	-0.43962773
FAM83D	2.128805146	8.606724851
SAMD12	0.017819915	-0.368446855
KLHL25	0	-0.43962773
SASH3	-0.209592419	-1.334099834
LOC642852	0	-0.43962773
FBXW9	0.398152031	1.246463193
LINS1	0	-0.43962773
HAVCR2	-0.252316442	-1.518751851
ZNF192	1.61875982	6.48669418
TMEM216	0	-0.43962773
SLFN13	0	-0.43962773
EIF2C2	1.67257076	6.676932168
SEMA6B	-0.045816725	-0.630729288
SLC25A16	0	-0.43962773
CP	-0.094928585	-0.833761639
GPRASP2	0.861335773	3.231853763
CPT1B	0.462786377	1.541419394
MACC1	-0.051657225	-0.675806122
LRRK2	0.469239639	1.564959907
DFNA5	0	-0.43962773
FPR3	-0.323131948	-1.821296267
FAIM	0	-0.43962773
GCHFR	-0.021842857	-0.534517644
ITGA4	-0.269200779	-1.588483735
FAM115A	1.421169984	5.638241966
CYYR1	-0.008715921	-0.487146343
C18orf21	0.42470883	1.380879154
VSIG4	-0.128337581	-0.986773965
PABPC1L	0.405618662	1.286335615
NUBPL	0	-0.43962773
TMEM218	0	-0.43962773
NMNAT1	0	-0.43962773
LEPR	-0.007972119	-0.476708835
TRAF3	0.287410031	0.768806537
ST7L	0	-0.43962773
LXN	0	-0.43962773
PLEK2	0.099085467	-0.020720509
TGDS	0	-0.43962773
ABHD6	0.066183167	-0.162777626
S1PR2	0	-0.43962773
ENDOG	1.179072588	4.608762932
RNF128	-0.03579429	-0.595811937
MON1A	0.060291291	-0.17508954
FARS2	0.038308525	-0.279809922
PHLPP2	0.020692461	-0.352158064
TSGA14	0	-0.43962773
ZNF680	0	-0.43962773
FOXC1	0	-0.43962773
METTL10	0	-0.43962773
DNAJC17	1.247107247	4.906057977
LOC654342	0	-0.43962773
MARVELD2	0.008037023	-0.417495906
RASIP1	-0.006210913	-0.48391201
NAA16	0.977479467	3.731663973
SEMA4F	0	-0.43962773
TMEM119	-0.094378156	-0.849609159
GLB1L2	0	-0.43962773
AFAP1L1	-0.051863629	-0.656993094
LSM6	1.132867873	4.423206606
ITM2A	-0.089722521	-0.837730419
C17orf58	0	-0.43962773
TMEM188	0	-0.43962773
EVI2B	-0.344268755	-1.913892314
ADPRH	-0.060593014	-0.700095108
EFCAB4A	-0.041996396	-0.622023785
XPA	0	-0.43962773
CDCA8	2.886702626	11.85594171
TMOD1	0	-0.43962773
ZNF236	0.957620698	3.662943936
PI4KAP1	0	-0.43962773
MACROD1	0.120843936	0.072745269
RNF215	0.108639393	0.035242623
IL1RN	-0.056708042	-0.690145146
SLC25A19	0.601375367	2.122943061
LOC91316	0.493853706	1.660445233
KIF20B	2.577749886	10.54137059
ARL15	0.65038883	2.354304687
MOCS3	0.299335906	0.823319442
CC2D2A	0.177489449	0.322395062
ANO8	0	-0.43962773
C1D	0.096402079	-0.008784836
C17orf59	0.545027647	1.884737879
SYBU	0	-0.43962773
MTRF1L	0	-0.43962773
SLAMF8	-0.233013205	-1.435598389
PMS2L1	0.029737655	-0.311651566
ZNF446	0.097539342	-0.021690327
BANP	0	-0.43962773
PLCB1	0	-0.43962773
OTUD3	0	-0.43962773
EEPD1	0	-0.43962773
DOCK2	-0.347910569	-1.929764797
